x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,y
0,3.204335,0,0,0,0,0,0,0,0,2.408086,0,0,0,0,0,0,0,0,0,0,0,1.816572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948734,0,0,0,1.026414,0,0,0,1.704094,0,0,0,0,1.107837,0,3.354237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.689726,0,0,0,0,0,0,1.167216,0,0,0,0,0,0,0,0,2.262537,0,0,1.249414,0,0,0,0,0,0,0,0,0,2
0.27222,1.235343,0.243175,0.352515,0.240246,0,1.348973,0.937969,0,0,0.399828,0,0,2.001755,0,0,0.632047,0,0,0,0,1.563479,3.972252,0,0,0,1.190819,0,0,0,0,0,0,0,0.301237,0.278887,0,1.313722,0,0,0,0.340842,0,0,0,0,0,0,0,0.529083,1.166154,1.929488,1.113845,1.838168,0.636436,0,0,0,0.553678,0,0,0.437508,0,0,0,1.10558,0,0,0.584436,0,0,0,1.111743,0,0.338406,0.376191,0,0,0,0,0,0,0.45543,0.235437,0,0,0,1.502646,0,1.414773,0.414894,0,1.062635,0,0,0,0,0,0,1.206461,0
0,0,0,0,0,0,1.590863,0,0.778338,0,0,0.646001,0,0,0.498692,0,0,0,1.220832,2.697792,0,1.313573,0,0,0,0,0,0,0,0,0,1.628203,0,0.257183,0.305998,0,0,0,0,0,0,0,0.733999,0,0,0,1.731887,0,0,0,0,0,0,0,0,1.787127,0,0,0,0,0,0.56078,0,0,0.443131,0,0,0,0,0,0,0,0,0,0,0.241101,0.514613,0,0,4.354946,0,2.672348,0,0,0,0,0,0,0,0,0.489291,0,0,0,0,0,0.575864,0.792567,0,0,3
0.762672,0,0.681297,0.987635,0.673092,0,0,0,0,0,1.120189,0.393877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236392,0.781353,1.239681,0,0,0,0,1.909862,0.871875,0,0,1.000286,0,0,0,0,2.393173,4.206536,0,0,0,0,1.294809,0,0,0,0,0.683832,0,0,0,0,0,0,0,0,0,0,0,0,0.948105,1.053965,2.24961,0,0,0,0,0,1.275968,0.659618,0,0,0,0,0,0,0.5812,0,0,0,0,0,0,0,1.993248,0,0
0.778756,0,0.695665,0,0.687286,0,0,0,0,0,1.143812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.149356,0,0,0,0,0,0,0,1.087428,0.79783,0,1.428486,0,0,0,1.545447,0,0,0,1.02138,0,0,0,0,2.954513,0,1.593222,0,0,0,0,0,0,0,0,0.349126,0,0,2.49593,0,0,0,0,1.505232,0,0,2.006628,0,0.968098,1.076191,2.898554,0,0,0,0,0,0,0.673528,0,0,0,0,0,0,0.593457,0,0,0,0,0,0,1.408276,0,0,0
0,0,0,0,0,1.873993,0,0,0,0,0,0,0,0,0,0,0,0,2.318559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349366,0,0,0,0,0,0,1.526777,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767205,0,2.050016,0,0,0,0,0,0,0,0,0,0,0,0,0,2.524306,0,0,0,0,0,0,1.736217,0,0,0,3.23342,0,0,0,0,0,0,0,0,0,3.249199,0,0,0,0,1.102549,0,0,3
0,0,0,1.916605,0.824123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033341,0,0,1.712892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.910426,0,0,0,0,0,0,0,0,1.17526,0,0,0,0,0,0,2.004807,0,3.460263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877449,0,0,1.569896,0,3.234108,0,1.944664,0,1.539783,0,2
0,0,0,1.645557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46311,0,2.762514,0,0,0,0,0,0,0,0,0,0,0,0,1.470654,0,0,0,0,0,0,0,0,0,2.256698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569687,0,0,0,0,0,1.998565,0,0,2.970911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148977,0,0,2
0,4.057129,0,0,0,0,0,0,1.843267,3.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006189,0,0,0,3.013464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.409318,0,0.365645,0,0.361241,0,0,0,1.87903,0,0.601193,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066138,0,1.790552,0,0,0,0,0,0,0.603381,0,0.419344,0,0.473714,0,0,0,0,0,0,0,0.850875,0,0,0,0,1.753465,1.384242,0,0,0,0,0,0,0,0,0,0.779506,4.00951,0,0,0.71595,0,0,0,0,0.956964,0,0,0,0.508837,0.565652,2.414682,0,1.63614,0,0,0,2.054393,0.35401,0,0,0,0,0,0,0.311924,0,0,0,0,0,0,0.956691,1.069754,0,2
0,0,0,0,0,0,0,0,0,3.053703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.526894,3.53781,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,6.458719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.223436,2.306675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.128978,0,1.008519,0,0.996373,0,0,0,2.004953,0,1.658208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.050019,0,1.156631,1.835091,0,0,0,0,0,1.29063,0,0,0,0,2.004953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506136,0,0,1.809201,0,0,0,0,0,0,0,0,0,1.403472,1.560177,0,1.33374,0,0,0,0,0,0.976428,0,0,0,0,0,3.597638,0.860347,0,0,0,0,0,0,1.617935,1.861615,0,2
0,0,0,2.112435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.104437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.662794,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,4.568965,0,0,0,0,0,1.535373,0,0,5.361591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0.63486,0,0,0,0,0,0,2.337396,0,0,3.173524,0,4.152781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971115,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124041,0,0,0,0,0,0.347711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104331,0,0,1.764503,0,0,0,0,0,0,0,0,0,0,1.303925,0,0,0,3.230399,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,7.209679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.77257,0,0.690139,0,0.681827,0,0,0,0,0,1.134726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.430164,0,0,0,0,1.07879,0.791493,2.511538,1.417139,0,0,0,0,0,0,0,1.013266,0,0,0,0,2.42423,3.296857,0,0,0,0,0,0,0,0,0,0.804207,1.781522,0,1.238052,0,0,0,1.658651,0,0,0,0,0,0.960408,1.067643,2.278804,0,0,0,0,0,0,0.668178,0,0,0,0,0,0,0.588743,0,0,0,0,0,1.608893,0.698545,0,0,0
0,4.11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.850186,0,0,0,0,0,0,2.565005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.231011,0,0,0,0,0,0,0,2
0,0,0,0.816403,0,0,0,1.370554,0,0,0,0.516045,0,0,1.136969,0,0,0,0,0,0,0,0,0,0,0,1.740017,0,0,1.849752,0,4.132663,0,0,1.022032,0,0,0.729629,0,0,0,0,0,0,0,0.826861,0,0,0,0,1.35037,0,0,0,0,0,0,1.059893,0,0,0,0,2.907568,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173266,0,0,0,0,0,0,0,0,0,0,0,1.185866,0,0,0,1.679891,0,0,0,1.312912,0.570037,1.039563,1.397044,3
0,0,0,0,0,1.565004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947111,0,0,0,1.178541,0,0,0,2.960547,1.16414,0,0,2.671192,0,0,0,0,0,0,0,0,0,0,1.728847,0,0,3.673003,0,0.913063,0,0,0,0,0,0,0,0,2.380806,0,0,0,0.798709,0,0,1.203025,1.449945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.679165,0,2
0.903057,0,0.806704,0,0.796988,0,0,0,0,0,1.326382,0.466378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839899,0,0.925177,0,0,0,0,0,0,1.03236,0,0,0,0,0,0,0,1.220401,0,0,0,0,0,0,0,0,3.781519,0,0.641676,0,0,1.44716,2.503548,0,0,0,0,0,1.869458,0,0,1.416591,1.247968,0,1.066844,1.285813,0,0,0,0,0.781034,0,0,0,0,0,0,0.688182,0,1.518207,0,0,0,0,2.292288,1.489085,0,3
0.887148,0,0.792491,0,0.782947,0,0,0,0,0,1.303014,0,0,0,1.599919,0,0,0,1.686834,0,0,3.629952,0,0,0,0,0,0,0,0,0,0,0,0,1.601103,0.908877,0,0,0,0,0,1.110785,1.014173,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506133,0,0,0,0,1.028091,0,0,0,0,0,0,0,0,0,2.910819,0,0,1.102844,1.225982,0,0,0,0,0,0,1.484217,0.767274,0,0,0,0,1.668727,0,0.676058,0,0,0,0,0,0,1.862521,0,0,3
0,0,0,0.814095,0,0,0,3.173331,0,0,0,0.324668,0,2.609936,0,1.358125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163764,3.624541,0,0,0,0.695673,0,0,0.727566,0,0,0,0.787138,0,0,0,0.824523,0,0,0,1.936599,0,0,0,0,1.469778,2.115491,0,0,0,0,0,0.281837,0,0,0,0,0,0,0,0,1.469778,0,0,0,0,0,0,0,0.895116,0,0,0,0,0,0,0,0,0,0,0,0,1.50125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.886323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20037,0,0,0.960185,0,0,0,0,0,0,0,0,0,0,1.138027,0,0,0,0,2.345221,1.851394,0,0,0,0,0,0,0,0,0,0.388999,3.171311,0,0,0,0,0,0,1.677138,0,0,2.235796,0,0,0,1.614792,0,1.23546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80699,1.821678,0,1.922783,0
0,0,0,0,0,0,0,0,0,1.001132,0,0.434055,0,0,1.515739,0,0,0,0,0,2.877822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.219678,0,0,0,0.73281,0,0,0,0,0,0,0,0,0,0,0,0,2.505708,0,0,0,0,0,0,0,0,1.204475,1.385883,0,2
0,0,0,2.112649,0,0,2.550373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.493934,0,0,4.645183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.635155,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.274632,0,0.844547,0,0,0,0,0,1.80378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417801,0,1.8,0,0,0,0,0,0,0.606565,0,0,0,0.754781,0,0,0,0,0,0,1.176164,0,0,0,0,0,0,0,1.33426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.953778,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.815791,0,0.728748,2.112842,0.719972,1.253733,0,0,1.448764,0,1.198208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758736,0,0.835773,0,0,0,0,0,0,0,0,1.471232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.887325,0,0.73146,1.881188,0,1.307314,0,0,0,0,0,0,0,0,0,1.014138,1.127372,0,0,0,0,0,0,1.364836,0.705559,0,0,0,0,0,0,0.62168,0,0,0,1.412694,0,0,0.737624,0,0,2
0,0,0.702267,1.018033,0.693809,0,0,0,0,0,1.154667,0,0,0,3.66488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731164,0,0,0,0,0,0,0,0,0.89871,0,0,0,0,0,0,2.421733,1.062406,0,0,0,0,0,0,0,0,2.835538,0,0.70488,0,0,0,0,0,0,0,0,0,0,0,0,0.977286,0,1.463031,0.928729,1.774127,0,0,0,0,0.67992,0,0,0,2.169754,0,0,0.599089,0,1.321658,0,0,0,1.637166,1.126624,0,0,2
0.660035,0,0.589611,0.854723,0.58251,0,0,0,0,0,0.969439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821688,0,0,0,0,0,0,0,0,0.676202,1.07285,0.763875,0,0,0,0.82642,0,0,0,1.372056,1.599196,0,0,0,0,0,2.140233,0,0,0,0,0,0,0,0,0.687064,0,0,1.057714,1.829817,0,0,2.245966,0,0,0,0,0,0.820512,0.912127,0,0,0.939787,0,0,0,0,0.904775,0,0,0,1.821688,0,3.725436,0.502985,0,0,0,0,0,0,0.596793,1.725005,0,2
0.547684,0,0.489247,0.709231,0.483355,0,0,2.381274,0,0,0.80442,0,0,0,0.987716,0,0,0,0,0,0,0,0,0,2.381274,0,0,0,0,0,0,2.201294,0,0.509379,0.764767,0,0.890229,0,0,0,0,0,0.626103,0,0,0,0,0,0,0,2.346205,1.16859,0,0,0,0,0,0,0,0,0,0.491068,2.932459,0,0,0,2.015479,0.861377,0,1.0586,0,0,0,0,0.680844,0.477528,0,0.647017,0,0,0,0,0.916287,0.473679,0,0,0,0,0,0,0.417366,0,0,0,0.948416,0,1.140563,0.990413,0,1.92359,0
0.427849,0,0.382198,0,0.598475,0.657531,0,0,0,0,0.628411,0.350212,0,0,0,0,0,0,0,0,0,0,0,0,0.930122,0,0,0,0,1.839022,0,0,0,0.630697,0.992315,0.438328,0.695444,0,0,0,0,0,0.77522,4.374174,0,0,0,0,0,0,1.342537,0,0,0,1.585419,0,0,0.719293,0,0,0.800487,0.799834,0,0,0,0,0,0,0,0,0,0,0,0,0.531873,0.746087,0.796233,0.801115,0,0,0.9243,1.542747,0,0.370037,0,0,0,0,0,0,0.326045,3.065119,0.719293,0,0,0,0,0,1.638111,0,0
0,0,0,0,0.622418,1.083856,0,0,0,0,0,0,0,0,1.271884,0,0,0,0,0,0,0,0,0,0,0,3.892983,0,0,0,0,0,0,0,0,0,1.146351,0,0,0,0,0,0,0,0,0.924978,0,0,0,0,0,0,1.442848,0,0,2.373229,0,0,0,2.543769,0,0.501125,0,0,0,1.955177,0,1.758037,0,1.363163,1.648847,0,0,0,0.876725,0.614914,0,0,0,0,0,0,0,0.609958,0,0,0,0,0,0,0.851829,0,1.185663,0,1.221278,0,0,0.637679,0,0,2
0.948376,0,0.847187,0,0.836984,0,0,0,0,0,1.392945,0.776287,0,0,1.710342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882048,0,0.971606,0,0,0,0,0,0,1.084168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.971291,0,0.987213,0,0,1.519784,3.851689,0,0,0,0,0,0,0,0,1.17896,1.310597,0,1.120383,0,0,0,0,0,0.820229,0,0,0,0,0,0,0.722718,0,0,0,0,0,0,1.359115,0,0,3
1.116242,0,0,0,0.985133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143583,0,0,0,0,0,1.39763,0,0,0,1.464011,0,0,0,0,0,0,0,0,0,0,0,0,0,4.674221,0,0.500426,2.574019,0,0,0,0,0,0,0,0,0,0,0,1.387639,1.542576,0,0,0,0,0,0,1.867497,0.965412,0,0,0,0,0,0,0,0,1.87661,0,0,0,0,0,1.840613,0,2
0.801241,0,0.715751,0,0.707131,0,0,0,2.255282,0,1.176838,0.65585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745203,0,0.820866,1.302372,0,0,0,0,0,0.915966,0,0,1.05087,0,0,0,2.468232,0,0,0,0,0,0,1.360287,0,0,1.444992,0,1.008421,0,0,0,3.622756,0,0,0,0,0,0,0,0,0.99605,1.107265,0,0.946562,0,0,0,0,0,0.692975,0,0,0,0,0,0,0.610592,0,0,0,1.387498,0,0,2.597193,1.321197,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.340772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.939591,0,0,1.216738,0,0,0,0,0,2.893092,0,0.485245,0,0,2.685714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962605,0,0,0,0,0,1.176448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.757934,0,0,0,0,0,0,0,4.683868,0,0,0,0,0,0.73695,1.298455,0,0,0,0,0,0,0,0.812631,0,0,0,0,0,1.889085,0,0,0,0,0,0,0,0,0,0,2
0,1.150285,0,0,0.519425,0,0,2.02794,0,0,0,0,0,0,0,3.286725,0,0,0,0,1.271479,0,0,0,0,0,1.624402,0,0,1.726845,0,0,0,0,0.954123,0,0.956662,0,0,0,0,0,0,2.756808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10116,0.263857,0,0,0,1.029457,2.165882,0,0,0,0,0,0,0,0.731652,0.513163,1.095309,0,0,0,1.271479,0,0,0.509027,0,0,0,0,0,0,0,2.810945,0,0,0,0,0,0,0,0,0
0,0,0,2.607185,0,0,0,0,0,1.513087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.180963,0,0,0,0,0,2.255866,0,0,0,0,0,0,0,0,0,0,0,0,2.376613,1.322284,0,0,0,0,0,1.997828,2.727168,0,0,0,0,0,0,0,2.363986,0,1.80866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.701538,0,0.626686,0.908468,0.619139,0,0,0,0,0,1.030397,0.362304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652474,0.776318,0.718721,2.64772,0,0,0,0,0,0.801987,0,0,0,0,0,0,0,3.005298,2.993737,0,0,0,0,2.382039,0,0,0,0,1.044776,0,0,0,1.22708,0,0,0,0,0,0,0,0,0.872106,0.969482,3.031449,0.828776,0.998881,0,0,0,0,0.606744,0,0,0,0,0,0,0.534612,0,0,0,0,0,0,0,0,0,0
0,0,0,2.010876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.800459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616432,0,0,0,0,0,0,0,0,0,3.214603,0,0,1.217941,0,0,0,2.211004,0,0,0,0,0,0,0,0,0,0,0,2.747664,0,0,0,0,0,0,1.404053,0,0,2
0,0,0,0,0,0,0,0,0,2.642371,0,0,0,0,0,4.792336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.454781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.057129,0,0,0,0,0,0,1.843267,3.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006189,0,0,0,3.013464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.617066,0,0.551227,1.266511,0.544588,0,1.528921,0,0,0,0.906327,0,0,0,1.112843,0,0,0,0,0,2.666149,0,0,0,0,0,0,0,0,1.142299,0,0,0,0.573909,0,0.63218,0,0.714146,0,0,0,0,0.70542,0,1.112843,0.809315,0,0,0,0,1.936278,0,0,0,0,0,1.047609,0,0,1.763814,0,0.776623,0,0,0.988855,0,0,0,0,0,0,2.024654,0,2.624567,0.767096,0.852746,0,0.728983,0,0,0,0,0,0.533686,0,0,0,0,0,0,0.47024,0,1.037402,0,0,0,0,1.442256,2.630208,0,2
1.046867,0,0.935169,0,0.923907,0,0,0,0,0,1.537605,1.081294,0,0,2.992352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973651,1.46181,1.072509,0,0,0,0,0,1.310767,1.196761,0,0,1.373022,0,0,0,0,3.284941,2.233695,0,0,0,0,0,0,0,0,0,0.938649,0,0,0,0,0,0,0,0,0,0,0,0,1.301397,1.446704,0,1.236737,0,0,0,0,1.751431,0.905412,0,0,0,0,0,0,0.797773,0,0,0,0,0,0,0.94656,0,0,0
0.905527,0,0.80891,1.172627,0.799168,1.391643,0,0,0,0,1.33001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499244,0,0,1.676292,0,0,0,0.842196,0,0.927707,0,0,0,0,0,0,0,0,2.588349,1.187647,0,1.608127,0,0,1.939581,0,0,0,0,0,1.537337,0,0,0,0,0.94261,0,0,0,0,0,0,0,0,0,0,0,0,1.125693,1.251382,1.685201,0,2.57866,0,0,0,0,0.78317,0,0,0,0,0,0,1.093726,0,1.52236,0,0,0,0,0,0,0,0
0.416094,0,0.371698,0,0.367221,0,0,0,0,0,0.611145,0,0,0,0,1.797811,0,0,0,0.910311,0,0,0,0.959499,0,0,0,0,0,0,4.138591,0,0,0.386993,0,0.426285,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755552,1.124627,0,0,0,0.972806,0,0,0,0,0,2.012377,0.373081,0,0,0,0,0,0,0,0,0,0,0,0,0.517261,0.575015,0,0,0,0,0.898905,0,0,0.35987,1.038871,0,0,0,0,0.836573,0.317087,1.987271,0,0,0,0,0,0,0,0.922051,0
0.711498,0,0.635583,0,0.627928,0,0,0,0,0,1.045026,0,0,0,0,0,0,0,0,0,1.53708,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153431,0.728925,0,1.305113,0,0,2.837404,1.781712,0,0,0,0.933167,4.839558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318974,0,0,1.140184,1.244501,0,0,0,0,0,0,0,0,0.884488,0.983245,0,0,0,0,0,0,0,0.615358,0,0,0,0,0,0,0.542202,0,0,0,0,0,0,1.66297,0,0,3
0,1.693252,0,0,0,0.840059,0,0,0,0,0,0,0,0,0,0,0,0,2.413286,0,0,0,2.422575,0,0,0,1.508657,0,0,2.349526,0,0,0,0,0,0,0,0,0,0,0,1.589155,0,0,0,0.716918,0,0,0,0,0,0,2.236601,0,0,0,0,0,0,0,0,0,0,0,0,0.956104,0,1.362593,0,0,0,0,0,0,0.428729,0,0,0,0,0,1.180881,0,1.829006,0,3.168858,0,0,0,0,0,0,0,0,1.771935,0,0,0,0,0,0,2
0.603691,0,0,1.239059,0,2.154218,1.495782,0,0,1.858824,0.886682,0,0,1.581279,0,0,0,0,1.147866,0,1.30418,0,0,0,0,0,0,0,0,1.117539,0,0,0,0.889908,0,0,0,1.622255,0,0,0,0.755873,0,0,0,2.739084,0,1.699231,0,0,0,0,0,0,0,0,0,0,0,0,1.12948,0.628413,1.392093,0,0,1.055933,0,2.204586,0,0,1.411398,0,0,0,0,0,0,0,0.859562,0,0,0,1.600793,0,0,0,0,0,0,0,0.920095,0,0,0,1.045403,0,0,0,0.995449,0,2
0,0,0,0,0,1.456601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323469,0,1.540588,1.096908,0,0,2.384751,0,0,0,1.709293,0,0,0,0,0,2.030116,3.205279,0,0,3.512112,0,0,0,0,0,0,0.424909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513246,0,0,0,0,0,0,0,0,0,0,0,1.641284,0,0,0,0,0,0
0.932603,0,0.833097,1.207689,0.823064,0,0,0,2.625032,0,1.369778,0,0,0,0,0,2.165341,0,0,0,0,0,0,3.408547,2.027433,0,0,0,0,0,0,0,0,0,0,0.955446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26033,0,0,0,0,0,0,0,0,0,0,0.66267,0,0,1.494507,2.585458,0,0,0,0,0,0,0,0,1.159351,1.288799,0,0,0,0,0,0,0,0.806587,0,0,0,0,0,0,0.710697,0,0,0,0,0,0,0.843244,1.537805,0,2
