x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.998758,0,0,0,0,0,0,0,0,0,0,0,3.202909,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1.638243,0,0,0,0,0,0,0,0,0,0,0,0,1.761949,0.750824,1.673048,0,0,0,0,0,0,0,0,0,0,0,0,3.178056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.104864,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.250963,0,0,0,1.086503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.444473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.996604,0,0,0,1.696071,0,0,0,0,0,0,0,0,0,0,0,1.334519,0,0,0,0,0,0,1.878147,2
0.430034,0,0,1.376821,0,0,0,0,0,0,0.879225,0,0,0,0,0,0,0,0,0,1.544408,0,0.475268,1.017539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99451,3.429586,1
0,0,0,0,0,0,0,0,0,2.201874,0,0,0,0,0,0,0,0,0,0,0,0,0.942691,0.636698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.620618,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,2.757194,0,0,0,0,0,0,0,0,0,0,0,0,1.870955,1.263652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559642,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1.4259,0,0,0,0,0,0,0,0,0,0,0.678594,0,0,0,0,0,0,0,0,3.855917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374553,0,0,0,0,0,3
0.870355,0,0,0,0,0,0,0,0,0,0,0,2.730266,0,0,0,0,0,0,0,0,0,2.486486,0.649674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644027,0,1.315975,0,0,0,0,0,2
0,0,0,1.12539,0,0,0,0,0,0,1.437328,0,0,0,0,0,0,0,0,0,0,2.047606,0,0.524756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810053,0,0,0,0,1.935109,2.104699,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1.567857,0,1.202784,0,0,0,0,0,0,0,0,0,2.37926,0.572412,2.021612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295836,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822207,2.342317,0,0.600284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.070573,0,0,0,0,0,2.407628,0,0,0,0,0,0,0,3
0.749703,0,0,0,0,0,0,1.673604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.985997,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001699,1.353104,0,0,0,0,0,0,3.145287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821337,0,0,0,0,1.790749,0,0,0,0,3
0.317234,0,0,0,0,0,0,0,0,0,1.676608,0,0,0,0,0,0,0,0,0,0,0.582973,0.350603,0.549829,0.527654,1.023538,0,0,0,0,1.949919,0,0,0,0.945984,0,0,0,0,0,0,0,0,0,0,0,0.637482,1.546697,0,0,0,0.993417,1.7537,1.156811,1.1628,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.398566,0,0,0.790152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.587996,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714877,1.121099,0,0,0,0,0,0,1.416235,0,0,0,1.928857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.025572,2.766606,0,0,0,3
0.776758,0,0,0.535527,0,0,0,0,0,0,0.683965,0,0.524705,0,0,0,0,1.043211,0,0,0,0.974372,1.32543,0.24971,0,0,0.548659,0,0,0,0,1.077991,0,0,0.629393,0,0,1.056962,0,0,0,0,2.41806,1.289256,0,0,1.737718,0,0,0,0.505811,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253803,0,0,1.004803,0,0,0,2.634696,1.584517,0,0,0,0,0,0,0,0,1.645669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886936,1.929332,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.445916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.142524,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424267,0,0,0,0,0.800038,0.540349,0,0,0,0,0,0,2.51208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81682,0,1.430236,0,0,0,0,2
0.753413,0,0,0,0,0,0,0,0,0,1.540389,0,0,0,0,0,0,0,0,0,0,0,1.319737,0,0,1.533692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.304413,0,1.139158,0,0,0,0,0,3
0.788487,0,0,0,0,0,0,0,0,0,0,0,1.236725,0,0,0,0,0,0,0,0,0,0.871425,0,1.311487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9892,0,0,0,0,2.384381,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.207078,0,0,0,0,0,0,0,0,0,0,0,0.652489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.648155,0,0,2.576328,1.520095,0,0,0,1.186387,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836105,0,1.258331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.868045,0,0,0,0,2.95686,0,0,0,0,0,2
0.587495,0,0,0,0,0,0,0,0,0,1.903797,0,0.921473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512646,0,0,0,0,0,0,3.349024,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276715,0,0,0,1.894629,1.970086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321384,0,2.182083,0,0,0,0,0,0,0,3
1.4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561738,0,0,0,0,0,0,0,1.952061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791605,0,0,0,0,2.791936,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.217812,0,0,0,0,0,0,0,0,0,0,0,0,0.889226,0,0,0,0,0,0,0,0,4.120362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.780275,0.601203,0,0,0,1.373562,0,0,2.794989,0,0,0,1.515329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930153,0,0,0,0,0,1
0.799198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49224,3.134005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60599,0,0,0,0,0,0,0,0,0,1
0.370836,0,1.299342,0,1.286888,0,0,0,0,0,0,1.583499,0,0,0,0,0,2.048312,0,0,0,0,0.409843,0.83043,0,0,0.963977,0,0,0,0,0,0,1.171669,0,0,0.890255,0,0,0,0,0,0,0,0,0,0,2.139442,0,0,0,0.732681,0,0,0,0,1
0,0,0,0,0,0,2.699425,0,0,0.994191,0,0,0,0,0,0,0,1.903558,0,0,2.192249,0,0,0,0,1.242613,1.001143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.981395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.914747,0,0,0,0,1
0.581782,3.664229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020777,0,0,0,0,0,0,0,0,0
0,0,2.273609,1.418141,0,0,0,0,0,0.721413,0,2.770831,0,0,0,0,0,0,0,0,0,0,0,0.524038,0,0,0,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769259,0,0,0,0,0,0,1.024356,1.177504,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797727,0,0,0,0,0,0,0,2.172772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.727448,0,0,0,3
0,0,0,2.118134,0,0,0,0,0,0,0,0,0,0,0,0,2.815973,0,0,0,0,0,0,0.782703,1.100394,1.34674,0,1.788233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.844287,1.335522,1.82661,0,0,0,0,1.358769,0,0,0,0,0,0,0,0,0,0,0,1.533117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676466,0,0,0,0,0,0,0,1.929357,0,1
1.324612,0,0,0,0,0,2.3318,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893695,0,0,0,0,0,1.370678,0,2.567965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,1
0.666824,0,0,0,0,2.654875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464973,0.314045,0,0,0,0,0,0,0,0,1.125876,0,0,0,0,0,0,0,0,0,0,0,0,3.189943,0,0,0,0,0,0,0,0,0,0,1
0.650892,2.798347,0,0,1.42511,2.518405,0,0,0,1.060104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.087607,0,0,0,2.291599,0,0,0,0,0,0,0,0,0.708296,1.714998,1.06598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249984,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3.215921,0,0,0,1.76955,0,0,0,0,0,1.064056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.155343,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1.150888,0,0,0,0,1.734838,0,0,0,0,0,0,2.597125,1.237794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576776,0,0,3
1.328767,0,0,1.342069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441844,0.926543,0.991855,0,1.706613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228679,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013249,0,0,3.898462,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.245944,0,0,0,0,0,0,0,0,0,0,2.239752,0.673498,0.454884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.486869,0,0,0,0,1.677444,1.151102,0,0,0,1.303234,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055495,0,0,0,0,0,0,0,0,2.998778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.023976,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.922168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.693118,0,0,0,0,1.816563,0,0,0,0,2.236886,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668819,1.003634,0,0,0,0,0,0,0,1.98829,2.926297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71535,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013677,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1.802727,0,0,1.736078,0,2.717414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.367075,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1.724543,0,0,0,0,0,0,0,0,0,0,1.30081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.819034,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1.853416,0,0,0,0,0,0,0,0,3.441773,0,0.882051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.786675,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.175501,0,2
0,0,0,0,0,0,0,0,0,1.72826,0,0,1.050097,0,0,0,0,0,0,0,0,0,0,0.499747,2.585646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643675,2.350448,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1.077057,0,0,1.037237,0,0,0,0,0,0,0,0,2.430515,0.730861,1.146166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148491,0,0,1.584782,0,0,0,1.529346,1.757993,2
0,0,0,0,0,0,0,0,0,0,0,0,1.045592,0,0,0,0,0,0,0,0,0,0.736748,0.995207,0,0,0,1.136869,0,0,0,0,1.783948,0,0,0,1.600353,0,0,0,0,0,0,0,0,0,0,0,1.259205,0,0,0,1.425625,0,2.443481,0,3
0,0,0,0,0,0,0,0,0,0,0,3.269157,1.200822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.107402,0,0,0,0,1.637275,0,0,0,3
0.598679,0,0,0,0,0,0,0,0,0,1.224028,0,0.939015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310791,0,0,0,0,0,0,1.891544,0,0,0,0,0,0,0,0,1.203046,0,1.792361,0,0,0,2.56062,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1.05533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006384,0,0,0,0,0,0,0,0,0,0,0,2.142976,2.33705,2.014381,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,1.308516,0,1.00383,0,0,0,0,0,0,0,0,3.30178,1.414644,1.109251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208911,0,0.967683,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1.559899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878584,0,0,0,0,0,3.645382,0,3
0,0,0,0,0,0,0,0,0,0,2.212017,0,1.696952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.387995,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1.607129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221141,2.515576,0,0,0,2.974727,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.95084,0,0,0,0,0,0,0,0,0,0,0,1.491372,0,0,0,0,0,0,0,0,0,0,1.419504,0,0,0,0,0,0,0,0,0,0,1.788926,0,0,0,0,0,0,0,0,0,0,0,0,3.302671,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0.739258,0,0,0,0,0,0,0,0,1.372794,0,0.557617,0.783947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.780574,0,1.425274,0,0,0,3.269977,0,3
0,0,0,0,0,0,0,0,1.666839,0,0,0,1.98232,0,0,0,0,0,0,0,0,0,0,0.595217,0,0,0,1.359886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.215534,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,2.887098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25953,1.391567,0,1.968223,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0.862115,0,0,0,0,0,0,0,0,0,0,0.952653,0,0,0,0,0,0,0,0,3.415337,0,0,0,1.319527,0,0,0,0,0,0,0,0,0,0,0,1.038243,0,1.317215,0,1.17546,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,2.336385,0,0,0,0,0,0,0,0,0,2.310833,0,1.238812,0,1.221523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.496664,0,0,0,1.784868,0,0,0,0,0,3
0.49814,0,0,0,0,0,0,0,0,0,0.642584,0,0.985918,0,0,0,0,0,0,0,0,0,0,0.371835,1.045519,1.014043,0.81699,0,0,0,0,1.012769,1.682135,0,0.591313,1.232474,0,0.993013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.825059,0,0,3
0,0,0,1.06451,0,0,0,0,0,0,0,0,2.085996,0,0,0,0,0,0,0,0,2.444016,0,0.496369,0,0,0,1.134048,0,0,0,0,0,0,2.502189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,2.988327,0,0,0,0,0,0,0,0,0,0,1.422161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.880718,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,3.224211,0,0,0,0,0,0,0,0,0,1.135927,0,0,0,0,0,0,0,0,0,2.75051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,1.445908,0,0.699847,0,0,0,0,0,0,1.303107,0,0,0.78159,1.106405,0.742154,0,0.731796,0,0,0,0,1.437814,0,0,0.839478,0,0,0,0,0,0,0,0,0,0,0,1.421123,0.774912,0,0,0,1.397256,1.908428,0,1.031883,0,2
0,0,0,2.121012,0,0,0,0,0,0,0,0,1.039075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.900933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150526,1.983352,0,0,0,0,0,0,0,3
0,0,0,0.997002,0,0,0,0,0,1.607717,0,0,0.976854,0,0,0,0,0,0,0,0,2.657474,0,0,2.071814,0,0,1.06213,0,0,0,0,0,0,0,0,1.495145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.427364,0,0,0,0,0,0,0.954028,0,1.79925,0.873766,0,0.670311,0,0,0,0,0,0,1.978212,1.936725,0,1.096685,0.319005,0,0.869968,0,0.728827,0,0,0,0,0,1.35027,0,0,0,0,0,0,0,0,1.10035,0,0,0,0,0,0,0,0.646173,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1.583004,0,0,0,0,0,0,0,0,0,0,1.749249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.699378,0,3
0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.377563,0,0,0,0,0,0,0,0,0,0,0,2.160678,0,0,0,0,0,0,2.538332,0,1.597208,1.921135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,2.077829,0,0,0,0,0,0,0,0,0,0,0,2.203438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174691,0,0,0,0,0,3
0,0,0,2.180748,0,0,0,0,0,0,0,0,2.136679,0,0,0,0,0,0,0,0,0,0,1.016857,0,0,0,0,0,0,2.982635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.474746,0,0,0,0,0,0,0,0,0,0,0,1.180208,0,0,3.065227,0,0,0,1.38649,0,0,0,0,0,0,0,0.809631,0,0,0,1.529816,0,0,0,0,1.139706,0,0,0,0,0,0,0,0,0,0,0,1.421322,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,3.961843,0,0,0,0,0,0,0,0,0,0,1.885463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1.018665,1.278761,0,1.554854,0,0,0,0,0,0,0,0,0,0.691238,1.673694,1.040307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256841,1.721627,0,0,0,0,0,0,2.292542,0,2
0,0,0,0,0,0,0,0,0,0,0,0,2.802953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375593,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.351695,0,0,0.44617,0,0,0.490634,0,0,0.286402,0.56984,0,0.916231,0.996585,0,0,0,0,0.689575,1.192452,1.029984,0,0.194344,0.547348,0,0,0,0.29989,0,0,0.610232,0.566649,0.470581,0,0.524373,0,0,0,0,0,0,0,1.170371,0,0,0,0.913437,0,0.996484,2.370938,0.953173,0,0.37606,1.135788,0.40667,0.740923,2
0,0,0,0,0,3.218932,0,0,0,2.147601,0,0,2.068202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1.272771,0,0,0,0,0,0,0,0,0,0.565833,0.382166,0,0,0,0,0,0,2.241931,0,2.740193,0,0,2.007697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774112,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
